Material,Grade,Density,TensileStrength,YieldStrength,Hardness,ElasticModulus,CostScore,CorrosionResistance,WearResistance,SustainabilityScore
NF NF ZE,,7.86,270,240,239.0,206000,5.0,5.0,1.808,5.0
NF NF ZES,,7.86,270,225,239.0,206000,5.0,5.0,1.808,5.0
NF Nodular cast iron,,7.16,500,320,220.0,169000,7.0,3.5,2.653,4.5
NF Nodular cast iron,,7.16,600,370,220.0,169000,7.0,3.5,3.02,4.5
NF Nodular cast iron,,7.16,700,420,220.0,169000,7.0,3.5,3.388,4.5
NF Nodular cast iron,,7.16,800,480,220.0,169000,7.0,3.5,3.755,4.5
NF XC10,Standard,7.86,490,350,239.0,206000,5.0,5.0,2.616,5.0
NF XC12,Standard,7.86,690,500,239.0,206000,5.0,5.0,3.351,5.0
NF XC18,Standard,7.86,440,270,239.0,206000,5.0,5.0,2.433,5.0
NF XC25,Standard,7.86,490,305,239.0,206000,5.0,5.0,2.616,5.0
NF XC32,Standard,7.86,570,365,239.0,206000,5.0,5.0,2.91,5.0
NF XC38H1,Standard,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
NF XC42H1,Standard,7.86,670,430,239.0,206000,5.0,5.0,3.278,5.0
NF XC42TS,Standard,7.86,670,430,239.0,206000,5.0,5.0,3.278,5.0
NF XC48H1,heat treated,7.86,710,460,200.0,206000,5.0,5.0,3.077,5.0
NF XC55H1,Standard,7.86,750,490,239.0,206000,5.0,5.0,3.571,5.0
NF XE,Standard,7.86,270,180,239.0,206000,5.0,5.0,1.808,5.0
NF Z10C13,Standard,7.86,590,410,239.0,206000,5.0,5.0,2.984,5.0
NF Z12C13,Standard,7.86,630,440,239.0,206000,5.0,5.0,3.131,5.0
NF Z12CN2520,Standard,7.86,540,240,239.0,206000,5.0,5.0,2.8,5.0
NF Z12CNS2520,Standard,7.86,540,240,239.0,206000,5.0,5.0,2.8,5.0
NF Z12NCS3516,Standard,7.86,590,240,239.0,206000,5.0,5.0,2.984,5.0
NF Z15CN2413,Standard,7.86,540,240,239.0,206000,5.0,5.0,2.8,5.0
NF Z20C13,Standard,7.86,730,540,239.0,206000,5.0,5.0,3.498,5.0
NF Z2CN1810,Standard,7.86,450,185,239.0,206000,5.0,5.0,2.469,5.0
NF Z2CND1712,Standard,7.86,470,186,239.0,206000,5.0,5.0,2.543,5.0
NF Z2CND1713,Standard,7.86,480,195,239.0,206000,5.0,5.0,2.58,5.0
NF Z30C13,Standard,7.86,830,635,239.0,206000,5.0,5.0,3.865,5.0
NF Z45CS9,Standard,7.86,900,700,239.0,206000,5.0,5.0,4.122,5.0
NF Z52CMN2109,Standard,7.86,950,600,239.0,206000,5.0,5.0,4.306,5.0
NF Z6C13,Standard,7.86,420,225,239.0,206000,5.0,5.0,2.359,5.0
NF Z6CA13,Standard,7.86,420,225,239.0,206000,5.0,5.0,2.359,5.0
NF Z6CN1809,Standard,7.86,510,195,239.0,206000,5.0,5.0,2.69,5.0
NF Z6CND1711,Standard,7.86,530,205,239.0,206000,5.0,5.0,2.763,5.0
NF Z6CND1712,Standard,7.86,530,205,239.0,206000,5.0,5.0,2.763,5.0
NF Z6CNDT1712,Standard,7.86,490,216,239.0,206000,5.0,5.0,2.616,5.0
NF Z6CNT1810,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
NF Z6CNT1812,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
NF Z85CDMV1802,Standard,7.86,1000,800,239.0,206000,5.0,5.0,4.49,5.0
NF Z8C17,Standard,7.86,440,245,239.0,206000,5.0,5.0,2.433,5.0
NF Z8CA7,Standard,7.86,440,240,239.0,206000,5.0,5.0,2.433,5.0
NF ZE,Standard,7.86,270,240,239.0,206000,5.0,5.0,1.808,5.0
NF ZES,Standard,7.86,270,225,239.0,206000,5.0,5.0,1.808,5.0
Nickel Silver C97300,Standard,8.5,241,117,239.0,100000,2.0,9.0,1.702,4.0
Nickel Silver C97400,Standard,8.5,262,117,239.0,100000,2.0,9.0,1.779,4.0
Nickel Silver C97600,Standard,8.5,310,165,239.0,100000,2.0,9.0,1.955,4.0
Nickel Silver C97800,Standard,8.5,379,207,239.0,100000,2.0,9.0,2.209,4.0
Nickel-Tin Bronze C94700,Standard,8.8,345,159,239.0,120000,2.0,9.0,2.084,5.0
Nickel-Tin Bronze C94800,Standard,8.8,310,159,239.0,120000,2.0,9.0,1.955,5.0
Nodular cast iron,Standard,7.16,414,276,220.0,159000,7.0,3.5,2.337,4.5
Nodular cast iron,Standard,7.16,552,365,220.0,159000,7.0,3.5,2.844,4.5
Nodular cast iron,Standard,7.16,689,455,220.0,159000,7.0,3.5,3.347,4.5
Nodular cast iron,Standard,7.16,827,552,220.0,159000,7.0,3.5,3.854,4.5
Nodular cast iron,Standard,7.16,500,320,180.0,169000,7.0,3.5,2.8,4.5
Nodular cast iron,Standard,7.16,600,370,210.0,169000,7.0,3.5,3.215,4.5
Nodular cast iron,Standard,7.16,700,420,230.0,169000,7.0,3.5,3.492,4.5
Nodular cast iron,Standard,7.16,800,480,240.0,169000,7.0,3.5,3.631,4.5
Nodular cast iron 100 GOST7293-85,Standard,7.16,1000,700,315.0,185000,7.0,3.5,4.669,4.5
Nodular cast iron 35 GOST7293-85,Standard,7.16,350,220,155.0,170000,7.0,3.5,2.454,4.5
Nodular cast iron 40 GOST7293-85,Standard,7.16,400,250,171.0,170000,7.0,3.5,2.675,4.5
Nodular cast iron 45 GOST7293-85,Standard,7.16,450,310,182.0,170000,7.0,3.5,2.828,4.5
Nodular cast iron 50 GOST7293-85,Standard,7.16,500,320,199.0,170000,7.0,3.5,3.063,4.5
Nodular cast iron 60 GOST7293-85,Standard,7.16,600,370,234.0,180000,7.0,3.5,3.548,4.5
Nodular cast iron 70 GOST7293-85,Standard,7.16,700,420,265.0,180000,7.0,3.5,3.977,4.5
Nodular cast iron 80 GOST7293-85,Standard,7.16,800,480,299.0,180000,7.0,3.5,4.448,4.5
Red brass C23000,Standard,8.8,269,69,239.0,105000,5.0,6.5,1.804,5.0
Red brass C83300,Standard,8.5,221,69,239.0,100000,5.0,6.5,1.628,5.0
Red brass C83400,Standard,8.5,241,69,239.0,100000,5.0,6.5,1.702,5.0
Red brass C83600,Standard,8.5,255,117,239.0,100000,5.0,6.5,1.753,5.0
Red brass C83800,Standard,8.5,241,110,239.0,100000,5.0,6.5,1.702,5.0
Semi-red Brass C84200,Standard,8.5,241,97,239.0,100000,5.0,6.5,1.702,5.0
Semi-red Brass C84400,Standard,8.5,234,97,239.0,100000,5.0,6.5,1.676,5.0
Semi-red Brass C84500,Standard,8.5,241,97,239.0,100000,5.0,6.5,1.702,5.0
Semi-red Brass C84800,Standard,8.5,241,97,239.0,100000,5.0,6.5,1.702,5.0
Silicon Brass C87200,Standard,8.8,379,172,239.0,120000,5.0,6.5,2.209,5.0
Silicon Bronze C87400,Standard,8.8,379,165,239.0,120000,5.0,7.5,2.209,5.0
Silicon Bronze C87500,Standard,8.8,462,207,239.0,120000,5.0,7.5,2.513,5.0
Silicon Bronze C87600,Standard,8.8,455,221,239.0,120000,5.0,7.5,2.488,5.0
Silicon Bronze C87800,Standard,8.8,586,345,239.0,120000,5.0,7.5,2.969,5.0
Silicon Bronze C87900,Standard,8.8,483,241,239.0,120000,5.0,7.5,2.591,5.0
Special Alloy C99300,Standard,8.5,655,379,239.0,100000,5.0,5.0,3.222,5.0
Special Alloy C99400,Standard,8.5,455,234,239.0,100000,5.0,5.0,2.488,5.0
Special Alloy C99500,Standard,8.5,483,276,239.0,100000,5.0,5.0,2.591,5.0
Special Alloy C99700,Standard,8.5,379,172,239.0,100000,5.0,5.0,2.209,5.0
Special Alloy C99750,Standard,8.5,448,221,239.0,100000,5.0,5.0,2.462,5.0
Steel 03N12Ch5M3TJuL GOST 977-88,Quenched and tempered,7.82,1472,1422,207.0,200000,7.0,4.5,6.224,7.0
Steel 03N12Ch5M3TL GOST 977-88,Quenched and tempered,7.82,1324,1275,207.0,200000,7.0,4.5,5.68,7.0
Steel 08 GOST 1050-88,normalized,7.871,320,196,131.0,203000,8.5,4.5,2.122,5.5
Steel 08GDNFL GOST 977-88,normalized,7.82,441,343,207.0,212000,8.5,4.5,2.436,5.5
Steel 10 GOST 1050-88,Annealing or high tempering,7.856,290,190,143.0,206000,8.5,4.5,2.288,5.5
Steel 10 GOST 1050-88,Cold working,7.856,410,250,187.0,206000,8.5,4.5,2.897,5.5
Steel 10 GOST 1050-88,case-hardened,7.856,400,250,207.0,206000,8.5,4.5,2.286,5.5
Steel 10 GOST 1050-88,normalized,7.856,330,205,143.0,206000,8.5,4.5,2.288,5.5
Steel 10Ch11N23T3MR GOST 5949-75,Standard,8.12,880,590,207.0,200000,8.5,4.5,4.049,6.5
Steel 10Ch11N23T3MR GOST 5949-75,Standard,8.12,980,685,207.0,200000,7.0,4.5,4.416,6.5
Steel 10G2 GOST 4543-71,normalized,7.79,430,250,207.0,204000,8.5,4.5,2.396,5.5
Steel 12Ch18N10T GOST 5949-75,Standard,7.63,510,196,207.0,215000,8.5,4.5,2.69,5.5
Steel 12Ch18N12T GOST 5949-75,Standard,7.85,540,196,207.0,200000,8.5,4.5,2.8,5.5
Steel 12Ch18N9T GOST 5949-75,Standard,7.9,540,196,207.0,195000,8.5,4.5,2.8,5.5
Steel 12Ch1MF GOST 20072-74,Standard,7.8,470,255,217.0,198000,8.5,4.5,3.312,5.5
Steel 12Ch25N16G7AR GOST 5949-75,Standard,7.67,690,325,207.0,216000,8.5,4.5,3.351,5.5
Steel 12Ch7G3SL GOST 977-88,Quenched and tempered,7.82,1324,1079,207.0,200000,7.0,4.5,5.68,7.0
Steel 12Ch8VF GOST 20072-74,Standard,7.85,390,165,217.0,200000,8.5,4.5,3.312,5.5
Steel 12ChN2 GOST 4543-71,"Case hardening,quenching and cooling in the oil",7.88,800,600,207.0,211000,8.5,4.5,3.755,6.5
Steel 12ChN2 GOST 4543-71,Quenching and cooling in the oil,7.88,800,600,207.0,211000,8.5,4.5,3.755,6.5
Steel 12ChN3A GOST 4543-71,Improved,7.85,950,700,207.0,200000,7.0,4.5,4.306,6.5
Steel 12ChN3A GOST 4543-71,Quenching and heating,7.85,1000,850,207.0,200000,7.0,4.5,4.49,6.5
Steel 12DChN1MFL GOST 977-88,Quenched and tempered,7.82,981,735,207.0,200000,7.0,4.5,4.42,6.5
Steel 12DN2FL GOST 977-88,Quenched and tempered,7.82,785,638,207.0,200000,8.5,4.5,3.7,6.5
Steel 12DN2FL GOST 977-88,normalized,7.82,638,540,207.0,200000,8.5,4.5,3.16,5.5
Steel 12MCh GOST 20072-74,Standard,7.85,410,235,217.0,212000,8.5,4.5,3.312,5.5
Steel 13Ch14N3V2FR GOST 5949-75,Standard,7.85,930,735,302.0,200000,7.0,4.5,4.489,6.5
Steel 13Ch14N3V2FR GOST 5949-75,Standard,7.85,1130,885,302.0,200000,7.0,4.5,4.489,6.5
Steel 13ChNDFTL GOST 977-88,normalized,7.82,491,392,207.0,200000,8.5,4.5,2.62,5.5
Steel 15 GOST 1050-88,Annealing or high tempering,7.85,340,220,149.0,201000,8.5,4.5,2.371,5.5
Steel 15 GOST 1050-88,Cold working,7.85,440,340,197.0,201000,8.5,4.5,3.035,5.5
Steel 15 GOST 1050-88,case-hardened,7.85,450,250,207.0,201000,8.5,4.5,2.469,5.5
Steel 15 GOST 1050-88,normalized,7.85,370,225,149.0,201000,8.5,4.5,2.371,5.5
Steel 15Ch GOST 4543-71,Standard,7.86,690,490,207.0,206000,8.5,4.5,3.351,5.5
Steel 15Ch5 GOST 20072-74,Standard,7.63,390,165,217.0,215000,8.5,4.5,3.312,5.5
Steel 15Ch5M GOST 20072-74,Standard,7.75,390,215,217.0,211000,8.5,4.5,3.312,5.5
Steel 15Ch5VF GOST 20072-74,Standard,7.85,390,215,217.0,200000,8.5,4.5,3.312,5.5
Steel 15L GOST 977-88,normalized,7.82,392,196,207.0,200000,8.5,4.5,2.256,5.5
Steel 18Ch3MV GOST 20072-74,Standard,7.85,640,440,270.0,200000,8.5,4.5,4.046,5.5
Steel 18ChG GOST 4543-71,Quenching and cooling in the oil,7.82,800,735,187.0,213000,8.5,4.5,2.897,6.5
Steel 18ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",7.8,1000,800,207.0,211000,7.0,4.5,4.49,6.5
Steel 18ChGT GOST 4543-71,normalized,7.8,700,430,207.0,211000,8.5,4.5,3.388,5.5
Steel 20 GOST 1050-88,Annealing or high tempering,7.859,390,240,163.0,212000,8.5,4.5,2.565,5.5
Steel 20 GOST 1050-88,Cold working,7.859,490,300,207.0,212000,8.5,4.5,3.174,5.5
Steel 20 GOST 1050-88,case-hardened,7.859,500,300,207.0,212000,8.5,4.5,2.653,5.5
Steel 20 GOST 1050-88,normalized,7.859,410,245,163.0,212000,8.5,4.5,2.565,5.5
Steel 20 GOST 1577-93,Quenched and tempered,7.86,575,300,156.0,206000,8.5,4.5,2.468,5.5
Steel 20 GOST 1577-93,Quenched and tempered,7.86,625,350,156.0,206000,8.5,4.5,2.468,5.5
Steel 20 GOST 1577-93,normalized,7.86,450,210,156.0,206000,8.5,4.5,2.468,5.5
Steel 20 GOST 1577-93,normalized,7.86,475,230,156.0,206000,8.5,4.5,2.468,5.5
Steel 20Ch GOST 4543-71,Improved,7.83,700,500,207.0,216000,8.5,4.5,3.388,5.5
Steel 20Ch GOST 4543-71,Quenching and cooling in the oil,7.83,850,630,207.0,216000,8.5,4.5,3.939,6.5
Steel 20Ch GOST 4543-71,Standard,7.83,780,635,179.0,216000,8.5,4.5,2.786,6.5
Steel 20Ch GOST 4543-71,normalized,7.83,600,300,207.0,216000,8.5,4.5,3.02,5.5
Steel 20Ch1M1F1BR GOST 20072-74,Standard,7.8,780,665,229.0,200000,8.5,4.5,3.478,6.5
Steel 20Ch1M1F1TR GOST 20072-74,Standard,7.8,780,665,229.0,200000,8.5,4.5,3.478,6.5
Steel 20Ch2N4A GOST 4543-71,"Case hardening,quenching and cooling in the oil",7.85,1100,850,207.0,203000,7.0,4.5,4.857,6.5
Steel 20Ch2N4A GOST 4543-71,Quenching and cooling in the oil,7.85,1300,1100,207.0,203000,7.0,4.5,5.592,7.0
Steel 20Ch2N4A GOST 4543-71,Quenching and heating,7.85,680,450,207.0,203000,8.5,4.5,3.314,5.5
Steel 20Ch3MVF GOST 20072-74,Standard,7.8,880,735,269.0,207000,8.5,4.5,4.032,6.5
Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,7.8,1300,1200,207.0,213000,7.0,4.5,5.592,7.0
Steel 20ChGNR GOST 4543-71,Quenching and cooling in the oil,7.8,1450,1400,207.0,213000,7.0,4.5,6.143,7.0
Steel 20ChGSA GOST 4543-71,Quenching and cooling in the oil,7.76,800,650,207.0,213000,8.5,4.5,3.755,6.5
Steel 20ChGSA GOST 4543-71,Standard,7.76,780,635,207.0,213000,8.5,4.5,3.174,6.5
Steel 20ChMFL GOST 977-88,normalized,7.82,491,275,207.0,200000,8.5,4.5,2.62,5.5
Steel 20ChML GOST 977-88,normalized,7.8,441,245,207.0,215000,8.5,4.5,2.436,5.5
Steel 20ChN GOST 4543-71,Standard,7.85,780,590,197.0,200000,8.5,4.5,3.035,6.5
Steel 20DChL GOST 977-88,Quenched and tempered,7.82,638,540,207.0,200000,8.5,4.5,3.16,5.5
Steel 20DChL GOST 977-88,normalized,7.82,491,392,207.0,200000,8.5,4.5,2.62,5.5
Steel 20FL GOST 977-88,normalized,7.82,491,294,207.0,200000,8.5,4.5,2.62,5.5
Steel 20G GOST 1050-88,Quenching and cooling in the water,7.82,570,420,207.0,204000,8.5,4.5,2.91,5.5
Steel 20G GOST 1050-88,normalized,7.82,460,280,207.0,204000,8.5,4.5,2.506,5.5
Steel 20G1FL GOST 977-88,normalized,7.82,510,314,207.0,200000,8.5,4.5,2.69,5.5
Steel 20GL GOST 977-88,Quenched and tempered,7.82,530,334,207.0,205000,8.5,4.5,2.763,5.5
Steel 20GL GOST 977-88,normalized,7.82,540,275,207.0,200000,8.5,4.5,2.8,5.5
Steel 20GNMFL GOST 977-88,Quenched and tempered,7.82,687,589,207.0,200000,8.5,4.5,3.34,5.5
Steel 20GNMFL GOST 977-88,normalized,7.82,589,491,207.0,200000,8.5,4.5,2.98,5.5
Steel 20GSL GOST 977-88,normalized,7.82,540,294,207.0,200000,8.5,4.5,2.8,5.5
Steel 20L GOST 977-88,normalized,7.82,412,216,207.0,200000,8.5,4.5,2.33,5.5
Steel 23ChGS2MFL GOST 977-88,Quenched and tempered,7.82,1275,1079,207.0,200000,7.0,4.5,5.5,7.0
Steel 25 GOST 1050-88,Annealing or high tempering,7.82,410,270,170.0,198000,8.5,4.5,2.662,5.5
Steel 25 GOST 1050-88,Cold working,7.82,540,350,217.0,198000,8.5,4.5,3.312,5.5
Steel 25 GOST 1050-88,case-hardened,7.82,550,350,207.0,198000,8.5,4.5,2.837,5.5
Steel 25 GOST 1050-88,normalized,7.82,450,275,170.0,198000,8.5,4.5,2.662,5.5
Steel 25 GOST 1577-93,Quenched and tempered,7.86,575,320,170.0,206000,8.5,4.5,2.662,5.5
Steel 25 GOST 1577-93,Quenched and tempered,7.86,625,370,170.0,206000,8.5,4.5,2.662,5.5
Steel 25 GOST 1577-93,normalized,7.86,475,220,170.0,206000,8.5,4.5,2.662,5.5
Steel 25 GOST 1577-93,normalized,7.86,495,240,170.0,206000,8.5,4.5,2.662,5.5
Steel 25 GOST 1577-93,normalized,7.86,495,260,170.0,206000,8.5,4.5,2.662,5.5
Steel 25Ch1MF GOST 20072-74,Standard,7.84,780,665,229.0,213000,8.5,4.5,3.478,6.5
Steel 25Ch1MF GOST 20072-74,Standard,7.84,880,735,229.0,213000,8.5,4.5,3.478,6.5
Steel 25Ch2GNMFL1 GOST 977-88,Quenched and tempered,7.82,638,491,207.0,200000,8.5,4.5,3.16,5.5
Steel 25Ch2GNMFL2 GOST 977-88,Quenched and tempered,7.82,1275,1079,207.0,200000,7.0,4.5,5.5,7.0
Steel 25L GOST 977-88,Quenched and tempered,7.83,491,294,207.0,205000,8.5,4.5,2.62,5.5
Steel 25L GOST 977-88,normalized,7.83,441,235,207.0,205000,8.5,4.5,2.436,5.5
Steel 27Ch5GSML GOST 977-88,Quenched and tempered,7.82,1472,1177,207.0,200000,7.0,4.5,6.224,7.0
Steel 30 GOST 1050-88,Annealing or high tempering,7.85,440,290,179.0,200000,8.5,4.5,2.786,5.5
Steel 30 GOST 1050-88,Cold working,7.85,560,340,229.0,200000,8.5,4.5,3.478,5.5
Steel 30 GOST 1050-88,Improved,7.85,600,350,207.0,200000,8.5,4.5,3.02,5.5
Steel 30 GOST 1050-88,Quenched and tempered,7.85,575,295,207.0,200000,8.5,4.5,2.929,5.5
Steel 30 GOST 1050-88,normalized,7.85,490,295,179.0,200000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,Quenched and tempered,7.86,575,300,179.0,206000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,Quenched and tempered,7.86,625,350,179.0,206000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,Quenched and tempered,7.86,675,400,179.0,206000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,normalized,7.86,520,230,179.0,206000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,normalized,7.86,540,250,179.0,206000,8.5,4.5,2.786,5.5
Steel 30 GOST 1577-93,normalized,7.86,540,280,179.0,206000,8.5,4.5,2.786,5.5
Steel 30Ch GOST 1577-93,Quenched and tempered,7.86,725,410,187.0,206000,8.5,4.5,2.897,6.5
Steel 30Ch GOST 1577-93,Quenched and tempered,7.86,825,550,187.0,206000,8.5,4.5,2.897,6.5
Steel 30Ch GOST 1577-93,Quenched and tempered,7.86,925,650,187.0,206000,7.0,4.5,2.897,6.5
Steel 30Ch GOST 4543-71,Standard,7.82,880,685,187.0,208000,8.5,4.5,2.897,6.5
Steel 30Ch3S3GML GOST 977-88,Quenched and tempered,7.82,1766,1472,207.0,200000,5.0,4.5,7.304,7.0
Steel 30ChGS GOST 4543-71,Annealing,7.85,600,360,207.0,213000,8.5,4.5,3.02,5.5
Steel 30ChGS GOST 4543-71,Standard,7.85,1080,835,229.0,213000,7.0,4.5,3.478,6.5
Steel 30ChGSA GOST 4543-71,Improved,7.85,1100,850,207.0,215000,7.0,4.5,4.857,6.5
Steel 30ChGSA GOST 4543-71,Quenching and cooling in the oil,7.85,1500,1300,207.0,215000,7.0,4.5,6.327,7.0
Steel 30ChGSFL GOST 977-88,Quenched and tempered,7.82,687,491,207.0,200000,8.5,4.5,3.34,5.5
Steel 30ChGSFL GOST 977-88,Quenched and tempered,7.82,785,589,207.0,200000,8.5,4.5,3.7,6.5
Steel 30ChGSFL GOST 977-88,normalized,7.82,589,392,207.0,200000,8.5,4.5,2.98,5.5
Steel 30ChGT GOST 4543-71,"Case hardening,quenching and cooling in the oil",7.8,1100,800,207.0,212000,7.0,4.5,4.857,6.5
Steel 30ChGT GOST 4543-71,Quenching and cooling in the oil,7.8,1250,1050,207.0,212000,7.0,4.5,5.408,7.0
Steel 30ChM GOST 4543-71,Quenching and cooling in the oil,7.82,950,750,207.0,208000,7.0,4.5,4.306,6.5
Steel 30ChMA GOST 4543-71,Standard,7.82,930,735,229.0,208000,7.0,4.5,3.478,6.5
Steel 30ChN3A GOST 4543-71,Standard,7.85,980,785,241.0,215000,7.0,4.5,3.645,6.5
Steel 30ChNML GOST 977-88,Quenched and tempered,7.82,785,638,207.0,205000,8.5,4.5,3.7,6.5
Steel 30ChNML GOST 977-88,normalized,7.82,687,540,207.0,200000,8.5,4.5,3.34,5.5
Steel 30G GOST 1050-88,Quenching and cooling in the water,7.81,680,560,207.0,200000,8.5,4.5,3.314,5.5
Steel 30G GOST 1050-88,normalized,7.81,550,320,207.0,200000,8.5,4.5,2.837,5.5
Steel 30GSL GOST 977-88,Quenched and tempered,7.82,638,392,207.0,200000,8.5,4.5,3.16,5.5
Steel 30GSL GOST 977-88,Quenching and cooling in the water,7.82,638,392,207.0,200000,8.5,4.5,3.16,5.5
Steel 30GSL GOST 977-88,normalized,7.82,589,343,207.0,200000,8.5,4.5,2.98,5.5
Steel 30L GOST 977-88,Quenched and tempered,7.81,491,294,207.0,205000,8.5,4.5,2.62,5.5
Steel 30L GOST 977-88,normalized,7.81,471,255,207.0,210000,8.5,4.5,2.547,5.5
Steel 32Ch06L GOST 977-88,Quenched and tempered,7.85,638,491,207.0,205000,8.5,4.5,3.16,5.5
Steel 33ChS GOST 4543-71,Quenching and cooling in the oil,7.64,900,700,207.0,214000,8.5,4.5,4.122,6.5
Steel 33ChS GOST 4543-71,normalized,7.64,600,300,207.0,214000,8.5,4.5,3.02,5.5
Steel 35 GOST 1050-88,Annealing or high tempering,7.826,470,310,187.0,206000,8.5,4.5,2.897,5.5
Steel 35 GOST 1050-88,Cold working,7.826,590,350,229.0,206000,8.5,4.5,3.478,5.5
Steel 35 GOST 1050-88,Improved,7.826,650,380,207.0,206000,8.5,4.5,3.204,5.5
Steel 35 GOST 1050-88,Quenched and tempered,7.826,625,315,207.0,206000,8.5,4.5,3.112,5.5
Steel 35 GOST 1050-88,Quenching and cooling in the water,7.826,1000,650,207.0,206000,7.0,4.5,4.49,6.5
Steel 35 GOST 1050-88,normalized,7.826,530,315,207.0,206000,8.5,4.5,3.174,5.5
Steel 35 GOST 1577-93,Quenched and tempered,7.86,625,320,187.0,206000,8.5,4.5,2.897,5.5
Steel 35 GOST 1577-93,Quenched and tempered,7.86,675,370,187.0,206000,8.5,4.5,2.897,5.5
Steel 35 GOST 1577-93,Quenched and tempered,7.86,705,430,187.0,206000,8.5,4.5,2.897,6.5
Steel 35 GOST 1577-93,normalized,7.86,555,245,207.0,206000,8.5,4.5,3.174,5.5
Steel 35 GOST 1577-93,normalized,7.86,575,270,207.0,206000,8.5,4.5,3.174,5.5
Steel 35 GOST 1577-93,normalized,7.86,575,300,207.0,206000,8.5,4.5,3.174,5.5
Steel 35Ch GOST 4543-71,Standard,7.85,910,735,197.0,214000,7.0,4.5,3.035,6.5
Steel 35ChGSL GOST 977-88,Quenched and tempered,7.8,785,589,207.0,205000,8.5,4.5,3.7,6.5
Steel 35ChGSL GOST 977-88,Quenching and cooling in the water,7.8,785,589,207.0,215000,8.5,4.5,3.7,6.5
Steel 35ChGSL GOST 977-88,normalized,7.8,589,343,207.0,215000,8.5,4.5,2.98,5.5
Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,7.82,1000,850,270.0,213000,7.0,4.5,4.046,6.5
Steel 35ChM GOST 4543-71,Quenching and cooling in the oil,7.82,1600,1400,207.0,213000,5.0,4.5,6.694,7.0
Steel 35ChM GOST 4543-71,Standard,7.82,930,835,241.0,213000,7.0,4.5,3.645,6.5
Steel 35ChML GOST 977-88,Quenched and tempered,7.84,687,540,207.0,205000,8.5,4.5,3.34,5.5
Steel 35ChML GOST 977-88,normalized,7.84,589,392,207.0,215000,8.5,4.5,2.98,5.5
Steel 35G2 GOST 4543-71,Quenching and cooling in the water,7.79,800,650,249.0,204000,8.5,4.5,3.755,6.5
Steel 35G2 GOST 4543-71,normalized,7.79,630,370,207.0,204000,8.5,4.5,3.131,5.5
Steel 35GL GOST 977-88,Quenched and tempered,7.82,589,343,207.0,200000,8.5,4.5,2.98,5.5
Steel 35GL GOST 977-88,Quenching and cooling in the water,7.82,589,343,207.0,200000,8.5,4.5,2.98,5.5
Steel 35GL GOST 977-88,normalized,7.82,540,294,207.0,200000,8.5,4.5,2.8,5.5
Steel 35L GOST 977-88,Quenched and tempered,7.83,540,343,207.0,205000,8.5,4.5,2.8,5.5
Steel 35L GOST 977-88,normalized,7.83,491,275,207.0,212000,8.5,4.5,2.62,5.5
Steel 35NGML GOST 977-88,Quenched and tempered,7.82,736,589,207.0,200000,8.5,4.5,3.52,6.5
Steel 38Ch210 GOST 4543-71,Quenching and cooling in the oil,7.85,800,700,207.0,215000,8.5,4.5,3.755,6.5
Steel 38Ch2MJuA GOST 4543-71,Standard,7.86,980,835,207.0,206000,7.0,4.5,4.416,6.5
Steel 38ChA GOST 1577-93,Quenched and tempered,7.86,825,510,207.0,206000,8.5,4.5,3.174,6.5
Steel 38ChA GOST 1577-93,Quenched and tempered,7.86,925,630,207.0,206000,7.0,4.5,3.174,6.5
Steel 38ChA GOST 1577-93,Quenched and tempered,7.86,1050,750,207.0,206000,7.0,4.5,3.174,6.5
Steel 38ChA GOST 4543-71,Quenched and tempered,7.86,930,785,207.0,206000,7.0,4.5,4.233,6.5
Steel 38ChS GOST 4543-71,Improved,7.64,950,750,207.0,211000,7.0,4.5,4.306,6.5
Steel 40 GOST 1050-88,Annealing or high tempering,7.85,510,330,197.0,212000,8.5,4.5,3.035,5.5
Steel 40 GOST 1050-88,Cold working,7.85,610,380,241.0,212000,8.5,4.5,3.645,5.5
Steel 40 GOST 1050-88,Improved,7.85,700,400,207.0,212000,8.5,4.5,3.388,5.5
Steel 40 GOST 1050-88,Quenched and tempered,7.85,675,355,207.0,212000,8.5,4.5,3.296,5.5
Steel 40 GOST 1050-88,Quenching and cooling in the water,7.85,1000,650,207.0,212000,7.0,4.5,4.49,6.5
Steel 40 GOST 1050-88,normalized,7.85,570,335,217.0,212000,8.5,4.5,3.312,5.5
Steel 40 GOST 1577-93,Quenched and tempered,7.86,675,350,187.0,206000,8.5,4.5,2.897,5.5
Steel 40 GOST 1577-93,Quenched and tempered,7.86,705,400,187.0,206000,8.5,4.5,2.897,6.5
Steel 40 GOST 1577-93,Quenched and tempered,7.86,725,460,187.0,206000,8.5,4.5,2.897,6.5
